"REF_DATE","GEO","DGUID","Indexes","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","15.6","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","15.5","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","37.6","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","23.2","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","14.3","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","11.2","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","10.6","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","21.2","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","19.4","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","12.8","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","23.8","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","16.2","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","32.4","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","17.6","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","18.6","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","12.7","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","17.9","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","19.8","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","11.3","","","","1"
"1961","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","15.2","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","15.8","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","15.8","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","37.2","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","23.6","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","14.4","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","11.5","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","10.9","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","21.3","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","19.6","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","12.9","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","24.1","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","16.3","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","33.0","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","18.3","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","19.4","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","12.9","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","18.7","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","20.7","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","11.9","","","","1"
"1962","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","15.4","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","16.1","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","16.2","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","37.3","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","24.2","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","14.7","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","11.9","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","11.3","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","22.0","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","20.0","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","13.2","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","24.6","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","16.7","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","33.5","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","18.5","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","19.5","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","13.3","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","19.2","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","21.2","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","12.2","","","","1"
"1963","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","15.8","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","16.6","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","16.4","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","36.9","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","24.7","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","14.8","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","12.3","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","11.7","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","22.5","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","20.7","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","13.7","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","25.4","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","17.2","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","34.6","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","18.9","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","19.9","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","13.7","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","19.3","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","21.3","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","12.4","","","","1"
"1964","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","16.2","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","17.2","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","16.8","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","36.9","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","25.1","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","15.1","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","12.8","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","12.2","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","24.1","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","21.7","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","14.5","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","26.4","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","18.2","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","35.4","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","19.2","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","20.2","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","14.3","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","19.4","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","21.3","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","12.9","","","","1"
"1965","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","16.7","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","18.0","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","17.5","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","37.1","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","26.0","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","15.8","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","13.4","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","13.2","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","25.6","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","22.7","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","15.5","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","27.5","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","19.3","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","36.2","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","19.7","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","20.6","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","15.0","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","19.8","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","21.7","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","13.2","","","","1"
"1966","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","17.6","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","18.8","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","18.2","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","38.2","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","27.3","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","16.0","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","14.3","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","14.1","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","26.1","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","23.5","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","16.5","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","28.2","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","20.1","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","36.7","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","20.0","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","20.8","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","16.1","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","20.1","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","21.9","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","13.9","","","","1"
"1967","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","18.3","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","19.6","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","19.1","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","38.9","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","28.2","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","16.7","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","15.2","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","15.0","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","26.2","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","23.9","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","16.8","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","28.5","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","20.3","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","37.2","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","20.4","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","21.1","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","17.1","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","20.7","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","22.4","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","14.6","","","","1"
"1968","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","19.1","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","20.6","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","19.9","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","39.5","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","29.0","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","17.3","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","16.1","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","16.3","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","27.2","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","25.0","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","17.7","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","29.9","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","21.5","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","38.7","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","20.9","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","21.4","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","18.0","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","21.3","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","22.9","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","15.5","","","","1"
"1969","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","20.1","","","","1"
"1970","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","21.5","","","","1"
"1970","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","20.6","","","","1"
"1970","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","39.9","","","","1"
"1970","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","29.7","","","","1"
"1970","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","17.6","","","","1"
"1970","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","17.1","","","","1"
"1970","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","17.4","","","","1"
"1970","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","28.3","","","","1"
"1970","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","26.1","","","","1"
"1970","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","18.3","","","","1"
"1970","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","31.2","","","","1"
