"REF_DATE","GEO","DGUID","Indexes","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1974","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","30.3","","","","1"
"1974","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","41.7","","","","1"
"1974","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","32.9","","","","1"
"1974","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","49.3","","","","1"
"1974","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","33.9","","","","1"
"1974","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","35.2","","","","1"
"1974","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","25.7","","","","1"
"1974","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","29.7","","","","1"
"1974","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","32.5","","","","1"
"1974","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","19.8","","","","1"
"1974","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","28.3","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","33.3","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","29.5","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","48.4","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","38.1","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","26.5","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","25.8","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","28.2","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","47.2","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","41.5","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","32.7","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","46.6","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","36.8","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","55.2","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","38.1","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","39.5","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","29.2","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","34.4","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","37.6","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","22.4","","","","1"
"1975","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","31.6","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","36.5","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","31.9","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","50.7","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","40.5","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","28.1","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","28.9","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","31.7","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","49.6","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","44.4","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","35.4","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","49.6","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","38.9","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","59.0","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","40.2","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","41.5","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","32.0","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","35.2","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","38.5","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","23.1","","","","1"
"1976","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","34.4","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","38.9","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","34.6","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","53.0","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","43.0","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","30.6","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","31.8","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","34.4","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","52.6","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","46.8","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","36.8","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","52.7","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","40.9","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","63.3","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","43.7","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","45.2","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","34.7","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","39.9","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","43.5","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","26.5","","","","1"
"1977","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","37.0","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","41.5","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","37.6","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","55.6","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","45.0","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","33.6","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","35.0","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","36.7","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","56.3","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","50.2","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","38.9","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","57.0","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","43.9","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","69.0","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","47.6","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","49.4","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","36.9","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","45.3","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","49.2","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","30.5","","","","1"
"1978","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","39.9","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","45.7","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","41.0","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","60.5","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","49.5","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","36.9","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","37.9","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","40.1","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","61.0","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","54.5","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","42.0","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","62.1","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","47.9","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","74.9","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","56.3","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","59.0","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","40.0","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","51.6","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","56.1","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","34.4","","","","1"
"1979","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","43.5","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","50.3","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","45.3","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","66.5","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","54.4","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","41.3","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","41.6","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","44.0","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","67.6","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","59.7","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","45.5","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","68.3","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","53.8","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","80.9","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","65.5","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","69.0","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","44.4","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","59.7","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","65.4","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","38.4","","","","1"
"1980","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","47.9","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","55.7","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","50.6","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","71.9","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","59.2","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","47.7","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","46.3","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","49.3","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","77.8","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","66.7","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","51.2","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","76.2","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","59.6","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","90.6","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","70.8","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","74.2","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","50.2","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","66.7","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","73.0","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","43.2","","","","1"
"1981","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","53.6","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","60.4","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","55.7","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","75.5","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","63.5","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","53.3","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","51.2","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","55.0","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","83.0","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","70.9","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","52.2","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","82.0","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","64.1","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","97.7","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","72.3","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","75.1","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","55.2","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","69.7","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","75.8","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","46.4","","","","1"
"1982","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","58.7","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Gross domestic product (GDP) at market prices","2002=100","17","units ","0","v3860248","1.1.1","63.7","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on consumer goods and services","2002=100","17","units ","0","v3860230","1.1.2","59.5","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on durable goods","2002=100","17","units ","0","v3860231","1.1.3","77.6","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on semi-durable goods","2002=100","17","units ","0","v3860232","1.1.4","66.7","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on non-durable goods","2002=100","17","units ","0","v3860233","1.1.5","56.9","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Personal expenditure on services","2002=100","17","units ","0","v3860234","1.1.6","55.6","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Government current expenditure on goods and services","2002=100","17","units ","0","v3860235","1.1.7","58.1","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Government gross fixed capital formation","2002=100","17","units ","0","v3860236","1.1.8","84.9","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Business gross fixed capital formation","2002=100","17","units ","0","v3860237","1.1.9","72.1","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Residential structures","2002=100","17","units ","0","v3860238","1.1.10","54.4","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures and equipment","2002=100","17","units ","0","v3860239","1.1.11","82.6","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Non-residential structures","2002=100","17","units ","0","v3860240","1.1.12","63.6","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Machinery and equipment","2002=100","17","units ","0","v3860241","1.1.13","100.0","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods and services","2002=100","17","units ","0","v3860242","1.1.14","73.2","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of goods","2002=100","17","units ","0","v3860243","1.1.15","75.5","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Exports of services","2002=100","17","units ","0","v3860244","1.1.16","59.2","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods and services","2002=100","17","units ","0","v3860245","1.1.17","69.9","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of goods","2002=100","17","units ","0","v3860246","1.1.18","75.3","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Imports of services","2002=100","17","units ","0","v3860247","1.1.19","48.7","","","","1"
"1983","Canada","2016A000011124","Implicit chain price index 2002=100","Final domestic demand","2002=100","17","units ","0","v3860249","1.1.20","61.9","","","","1"
